Postal_Code	Name	Lon	Lat	Language
8647	Noordschote	2.810466	50.9546429	NL
8906	Elverdinge	2.817508	50.8858801	NL
8433	Mannekensvere	2.8181826	51.1259337	NL
8908	Vlamertinge	2.8243473	50.8536639	NL
8600	Stuivekenskerke	2.825052	51.0767668	NL
8950	Heuvelland	2.8250977	50.733506	NL
8950	Nieuwkerke	2.8252871	50.7460655	NL
8431	Wilskerke	2.825943	51.1796383	NL
8956	Kemmel	2.8286179	50.7832795	NL
8904	Zuidschote	2.8295441	50.9130344	NL
8900	Dikkebus	2.8318862	50.8205936	NL
8600	Sint-Jacobs-Kapelle	2.8338522	51.0164049	NL
8600	Kaaskerke	2.8364554	51.0357927	NL
8433	Schore	2.8392235	51.1117368	NL
8433	Spermalie	2.84643	51.12131	NL
8433	Slijpe	2.8472073	51.1553124	NL
8900	Brielen	2.8501053	50.867386	NL
8650	Merkem	2.8523982	50.9528136	NL
8952	Wulvergem	2.8524263	50.7601685	NL
8904	Boezinge	2.8547932	50.8967457	NL
8600	Diksmuide	2.8639865	51.0317064	NL
8920	Bikschote	2.8646858	50.9258047	NL
8600	Woumen	2.8697759	50.9983803	NL
7782	Ploegsteert	2.8733669	50.7323288	NL
8902	Voormezele	2.875805	50.8165607	NL
8432	Leffinge	2.87711	51.17567	NL
8900	Ieper	2.8779465	50.8492265	NL
8600	Keiem	2.8821755	51.0807421	NL
8953	Wijtschate	2.8831131	50.7858578	NL
8600	Beerst	2.8868758	51.0589145	NL
8600	Leke	2.8904342	51.1004367	NL
8957	Mesen	2.896138	50.764271	NL
8957	Messines	2.896138	50.764271	FR
7783	Bizet	2.8975904	50.703152	NL
8400	Oostende	2.9	51.2166667	NL
8900	Sint-Jan	2.9021437	50.866914	NL
8600	Esen	2.9021449	51.0294434	NL
8650	Klerken	2.9041727	50.9980304	NL
8400	Stene	2.9089685	51.2244157	NL
8600	Vladslo	2.916271	51.0464012	NL
8920	Langemark-Poelkapelle	2.9180556	50.9133333	NL
8920	Langemark	2.920005	50.9135965	NL
8470	Zevekote	2.9200416	51.1375112	NL
8680	Zande	2.9222322	51.1200517	NL
8902	Zillebeke	2.9225399	50.8345035	NL
8902	Hollebeke	2.9371958	50.8053761	NL
8470	Snaaskerke	2.939082	51.1775854	NL
8650	Houthulst	2.9457764	50.9773885	NL
7784	Waasten	2.9488295	50.7527699	NL
7784	Warneton	2.9488295	50.7527699	FR
8470	Moere	2.9559016	51.1225897	NL
8920	Poelkapelle	2.9565978	50.9176532	NL
8610	Zarren	2.9589059	51.0184331	NL
7784	Bas-Warneton	2.9610169	50.7591263	FR
7784	Neerwaasten	2.9610169	50.7591263	NL
8680	Bovekerke	2.9627034	51.0544659	NL
7781	Houthem (Comines)	2.9641654	50.7867816	NL
8610	Werken	2.9646703	51.0291439	NL
8470	Gistel	2.9676432	51.1562662	NL
8450	Bredene	2.9728091	51.2345888	NL
8400	Zandvoorde (Oostende)	2.9750305	51.2012273	NL
8680	Koekelare	2.977801	51.089265	NL
8980	Zandvoorde (Zonnebeke)	2.9816989	50.8123365	NL
8980	Zonnebeke	2.9874714	50.8727334	NL
8980	Geluveld	2.9939124	50.8338478	NL
7780	Comines	2.9997061	50.7687459	FR
7780	Komen	2.9997061	50.7687459	NL
7780	Comines-Warneton	2.9997573	50.7811468	FR
7780	Komen-Waasten	2.9997573	50.7811468	NL
8610	Handzame	3.0031283	51.025671	NL
8460	Oudenburg	3.0068564	51.1836837	NL
8480	Ichtegem	3.0106022	51.0928542	NL
8840	Westrozebeke	3.012283	50.931897	NL
8840	Staden	3.014488	50.9745786	NL
8460	Westkerke	3.0154519	51.1644881	NL
8980	Passendale	3.0207328	50.9002575	NL
8420	Klemskerke	3.0229766	51.2433832	NL
8980	Beselare	3.024675	50.84788	NL
8480	Eernegem	3.0274116	51.129505	NL
8460	Roksem	3.0276368	51.1674713	NL
8460	Ettelgem	3.0302382	51.1795852	NL
8420	De Haan	3.040091	51.271947	NL
8940	Wervik	3.0441692	50.7838218	NL
8610	Kortemark	3.0444444	51.0286111	NL
8480	Bekegem	3.0453899	51.1597289	NL
8890	Moorslede	3.0632369	50.891147	NL
8421	Vlissegem	3.0638644	51.2598471	NL
8840	Oostnieuwkerke	3.0642828	50.9423778	NL
8490	Zerkegem	3.0693013	51.1665002	NL
8490	Stalhille	3.0721578	51.2140395	NL
8940	Geluwe	3.0767048	50.8099859	NL
8830	Hooglede	3.0814646	50.9785141	NL
8420	Wenduine	3.0830791	51.2976457	NL
8211	Aartrijke	3.0900794	51.1191688	NL
8890	Dadizele	3.0944555	50.8516407	NL
8490	Jabbeke	3.0948244	51.1829867	NL
8820	Torhout	3.098174	51.064451	NL
8377	Nieuwmunster	3.0986683	51.273778	NL
8830	Gits	3.0999918	50.9970116	NL
8377	Houtave	3.1104678	51.2359799	NL
8930	Menen	3.1214422	50.7961693	NL
8490	Snellegem	3.1230877	51.1690484	NL
8880	Ledegem	3.1274479	50.8549686	NL
8800	Roeselare	3.129445	50.949931	NL
8370	Blankenberge	3.1327685	51.3123743	NL
8210	Zedelgem	3.1369128	51.1423355	NL
8490	Varsenare	3.1421014	51.1891579	NL
8370	Uitkerke	3.1429	51.3033	NL
8810	Lichtervelde	3.1439095	51.0277074	NL
8800	Beveren (Roeselare)	3.1443098	50.9685498	NL
8880	Rollegem-Kapelle	3.1449509	50.8682853	NL
8377	Meetkerke	3.1514099	51.2350824	NL
8800	Rumbeke	3.1560374	50.9332448	NL
8377	Zuienkerke	3.1563889	51.265	NL
8210	Veldegem	3.1595129	51.1045154	NL
8800	Oekene	3.1609844	50.9202542	NL
8930	Rekkem	3.1641132	50.782807	NL
8560	Moorsele	3.1646335	50.8405959	NL
8200	Sint-Andries	3.1794755	51.1972024	NL
8880	Sint-Eloois-Winkel	3.1823566	50.8762769	NL
8560	Wevelgem	3.1833333	50.8166667	NL
8930	Lauwe	3.1849946	50.7946478	NL
8380	Lissewege	3.1923223	51.2941105	NL
8870	Kachtem	3.1924033	50.9318824	NL
8210	Loppem	3.1959225	51.1559088	NL
8850	Ardooie	3.1988027	50.979065	NL
8560	Gullegem	3.1989718	50.8447689	NL
8380	Zeebrugge (Brugge)	3.20137	51.330074	NL
8000	Brugge	3.2028416	51.2299337	NL
8020	Ruddervoorde	3.2065193	51.095941	NL
8200	Sint-Michiels	3.2082098	51.1858939	NL
8750	Zwevezele	3.21047	51.03609	NL
8851	Koolskamp	3.2117867	51.0019392	NL
8870	Izegem	3.214185	50.92019	NL
8791	Beveren (Leie)	3.2158445	50.830709	NL
8870	Emelgem	3.2178679	50.9271506	NL
7700	Moeskroen	3.219272	50.7459126	NL
7700	Mouscron	3.219272	50.7459126	FR
8020	Waardamme	3.2193165	51.1133317	NL
8380	Dudzele	3.2247366	51.2736603	NL
8501	Bissegem	3.2280954	50.8241103	NL
8511	Aalbeke	3.2299377	50.7784023	NL
7712	Herseaux	3.2326156	50.722568	NL
8020	Oostkamp	3.2332169	51.1545363	NL
8510	Marke (Kortrijk)	3.2335928	50.8070105	NL
7700	Luingne	3.2337149	50.738441	NL
8501	Heule	3.23472	50.8431958	NL
8860	Lendelede	3.2372222	50.8858333	NL
8301	Heist-aan-Zee	3.2400417	51.3403638	NL
8000	Koolkerke	3.248109	51.2403327	NL
8310	Sint-Kruis (Brugge)	3.2512976	51.214297	NL
8301	Ramskapelle (Knokke-Heist)	3.2516251	51.3136364	NL
8310	Assebroek	3.2550607	51.2020234	NL
7730	Estaimpuis	3.257082	50.711453	NL
8500	Kortrijk	3.2577076	50.8194894	NL
8740	Egem	3.2590301	51.0148444	NL
8770	Ingelmunster	3.26284	50.92325	NL
8510	Rollegem	3.2634359	50.7659873	NL
8740	Pittem	3.2666639	50.9942681	NL
7730	N?hin	3.2690718	50.6670101	NL
7730	Leers-Nord	3.2718413	50.6876942	NL
8020	Hertsberge	3.2730671	51.1053969	NL
8750	Wingene	3.2748	51.05865	NL
8510	Bellegem	3.2784441	50.776603	NL
7520	Templeuve	3.283159	50.6448071	NL
7730	Evregnies	3.2865695	50.7129496	NL
8760	Meulebeke	3.2869444	50.9497222	NL
8520	Kuurne	3.287	50.85397	NL
8340	Damme	3.287712	51.250818	NL
8300	Knokke	3.2893221	51.3467066	NL
8300	Knokke-Heist	3.2893221	51.3467066	NL
7522	Hertain	3.289636	50.6134736	NL
7522	Lamain	3.2922108	50.6007064	NL
8340	Oostkerke (Damme)	3.2938857	51.2785542	NL
8531	Hulste	3.2982426	50.8804452	NL
7610	Rumes	3.3022239	50.554887	NL
8300	Westkapelle	3.3028853	51.3157028	NL
7522	Blandain	3.3037827	50.6250532	NL
7502	Esplechin	3.3039872	50.5736959	NL
7711	Dottenijs	3.3048918	50.7281602	NL
7711	Dottignies	3.3048918	50.7281602	FR
7611	La Glanerie	3.305943	50.532325	NL
7730	Estaimbourg	3.3098471	50.6803312	NL
8531	Bavikhove	3.3112054	50.8754986	NL
8530	Harelbeke	3.3121073	50.8455798	NL
7730	Saint-L?er (Ht.)	3.3183539	50.7067812	NL
7730	Bailleul	3.3186808	50.6697693	NL
8340	Sijsele	3.3212461	51.2015613	NL
7522	Marquain	3.3226106	50.6042275	NL
8700	Tielt	3.3263821	51.0001519	NL
7504	Froidmont	3.3280009	50.5784046	NL
8510	Kooigem	3.3313161	50.7396942	NL
7740	Pecq	3.3314663	50.699374	NL
8700	Schuiferskapelle	3.33383	51.0328997	NL
8780	Oostrozebeke	3.3345851	50.9201615	NL
8710	Ooigem	3.3365046	50.8933706	NL
8340	Hoeke	3.336729	51.2916219	NL
7520	Ramegnies-Chin	3.3369103	50.651422	NL
8730	Oedelem	3.3397246	51.1685563	NL
8340	Moerkerke	3.340071	51.2430573	NL
7618	Taintignies	3.3403627	50.5467427	NL
8730	Beernem	3.3408333	51.1427778	NL
7740	Warcoing	3.3439836	50.7043825	NL
7503	Froyennes	3.3471214	50.6229047	NL
7501	Orcq	3.3473905	50.6028664	NL
7743	Esquelmes	3.3479165	50.6656092	NL
7506	Willemeau	3.3491191	50.573464	NL
8792	Desselgem	3.3494059	50.8868997	NL
8550	Zwevegem	3.3505258	50.8080392	NL
8540	Deerlijk	3.353722	50.85098	NL
8587	Espierres	3.35537	50.7184934	NL
8587	Spiere	3.35537	50.7184934	NL
7624	Howardries	3.3557201	50.506075	NL
8340	Lapscheure	3.3568337	51.2776457	NL
7742	H?innes-lez-Pecq	3.3633472	50.701341	NL
7743	Obigies	3.3640454	50.6619166	NL
8554	Sint-Denijs	3.3653137	50.7530651	NL
8587	Espierres-Helchin	3.3669444	50.7269444	FR
8587	Spiere-Helkijn	3.3669444	50.7269444	NL
7620	Guignies	3.3669917	50.5473025	NL
7500	Ere	3.3683528	50.5809075	NL
8730	Sint-Joris (Beernem)	3.3683708	51.1275828	NL
8710	Wielsbeke	3.3724687	50.9099543	NL
7540	Kain	3.3788194	50.6379973	NL
8587	Helchin	3.3811463	50.7321848	NL
8587	Helkijn	3.3811463	50.7321848	FR
7500	Tournai	3.3880367	50.6056059	NL
7620	Wez-Velvain	3.389033	50.5477881	NL
7621	Lesdain	3.3892118	50.5204844	NL
8710	Sint-Baafs-Vijve	3.3907682	50.9103986	NL
7623	Rongy	3.3911678	50.5084038	NL
7500	Saint-Maur	3.3945263	50.5727181	NL
8755	Ruiselede	3.3970513	51.0413098	NL
8552	Moen	3.3974267	50.7699733	NL
7620	Brunehaut	3.3978021	50.541775	NL
8720	Wakken	3.3979722	50.9306218	NL
8720	Markegem	3.4026412	50.9458591	NL
8570	Vichte	3.4030323	50.8378727	NL
8700	Kanegem	3.4033279	51.0134353	NL
7620	Jollain-Merlin	3.4039924	50.5391272	NL
7542	Mont-Saint-Aubert	3.4040353	50.6548281	NL
7760	Pottes	3.4064337	50.7311992	NL
8583	Bossuit	3.4072881	50.7481174	NL
8793	Sint-Eloois-Vijve	3.4098713	50.9034885	NL
8551	Heestert	3.410366	50.7826441	NL
9910	Knesselare	3.4127585	51.1389455	NL
7620	Bl?aries	3.4148305	50.513041	NL
9992	Middelburg	3.4150935	51.2547106	NL
8720	Dentergem	3.4186283	50.9636458	NL
7521	Chercq	3.4220483	50.589481	NL
8700	Aarsele	3.4224989	50.9969343	NL
8790	Waregem	3.4231317	50.8869521	NL
7548	Warchin	3.4233289	50.6103448	NL
8553	Otegem	3.4239803	50.8081889	NL
7620	Hollain	3.4273185	50.5443138	NL
7641	Bruyelle	3.4276343	50.5573826	NL
8582	Outrijve	3.4292885	50.7560066	NL
7760	Molenbaix	3.4299807	50.6932647	NL
8720	Oeselgem	3.4319099	50.9350995	NL
9880	Aalter	3.4323446	51.0769076	NL
7536	Vaulx (Tournai)	3.4334752	50.5903852	NL
8570	Ingooigem	3.4342331	50.8173718	NL
7642	Calonne	3.4365062	50.5780363	NL
7540	Rumillies	3.4368434	50.6199434	NL
9870	Zulte	3.4437733	50.9219214	NL
9880	Poeke	3.4440488	51.040935	NL
7543	Mourcourt	3.4442619	50.6531232	NL
9800	Wontergem	3.4445577	50.9794219	NL
7760	Escanaffles	3.445065	50.756936	NL
7622	Laplaigne	3.4469774	50.5207793	NL
9990	Maldegem	3.4486611	51.209082	NL
8580	Avelgem	3.4511795	50.7790895	NL
7640	P?onnes-lez-Antoing	3.4541886	50.5503284	NL
7760	Celles (Ht.)	3.4574913	50.7121072	NL
7640	Antoing	3.4596501	50.5503239	NL
9800	Gottem	3.461345	50.9649581	NL
7531	Havinnes	3.463517	50.6157317	NL
9800	Grammene	3.4648864	50.9771417	NL
9880	Lotenhulle	3.4655772	51.0483873	NL
9870	Olsene	3.4657328	50.9362129	NL
7643	Fontenoy	3.4736321	50.567749	NL
8573	Tiegem	3.4752664	50.8086089	NL
8570	Anzegem	3.4784725	50.8326615	NL
9800	Vinkt	3.4793989	51.0081641	NL
7750	Orroir	3.4794562	50.748643	NL
7540	Melles	3.4826517	50.6466009	NL
9690	Ruien	3.4829674	50.770725	NL
8581	Waarmaarde	3.4854501	50.7908774	NL
9910	Ursel	3.4856153	51.1294092	NL
7760	Velaines	3.4866943	50.6698088	NL
7530	Gaurain-Ramecroix (Tournai)	3.4892888	50.5938686	NL
9991	Adegem	3.4900074	51.2045152	NL
9881	Bellem	3.4906454	51.0884355	NL
9690	Kluisbergen	3.4935589	50.7784304	NL
8572	Kaster	3.4938322	50.8131679	NL
7640	Maubray	3.495748	50.5314797	NL
7538	Vezon	3.5002803	50.5719086	NL
8581	Kerkhove	3.5006455	50.7983592	NL
9800	Zeveren	3.5011056	50.9962852	NL
7532	Beclers	3.5046928	50.6209471	NL
7750	Mont-de-l'Enclus	3.5052669	50.7403202	NL
8570	Gijzelbrechtegem	3.5058127	50.8285391	NL
7750	Amougies	3.5068355	50.74428	NL
9690	Berchem (O.-Vl.)	3.5095443	50.7901621	NL
7533	Thimougies	3.5096897	50.6345381	NL
9790	Wortegem	3.5102432	50.8520887	NL
9771	Nokere	3.5105895	50.8850943	NL
7540	Quartes	3.513078	50.6493706	NL
9850	Poesele	3.5161497	51.033991	NL
7760	Popuelles	3.518789	50.6624916	NL
7750	Anseroeul	3.5212662	50.726965	NL
9800	Deinze	3.5235857	50.9875642	NL
7604	Callenelle	3.5243768	50.5313231	NL
9931	Oostwinkel	3.5252604	51.1508463	NL
9690	Kwaremont	3.5253769	50.7767287	NL
7750	Russeignies	3.530783	50.7446224	NL
7608	Wiers	3.5327736	50.5083673	NL
7910	Cordes	3.5329359	50.6884582	NL
9980	Sint-Laureins	3.5329424	51.2361689	NL
7910	Frasnes-lez-Anvaing	3.5330692	50.6986439	NL
9800	Petegem-aan-de-Leie	3.5338779	50.9800082	NL
9790	Elsegem	3.5353615	50.8245725	NL
9850	Hansbeke	3.5356476	51.0747168	NL
7604	Wasmes-Audemez-Briffoeil	3.5359058	50.5512323	NL
7910	Forest (Ht.)	3.5366398	50.6732879	NL
9770	Kruishoutem	3.5373587	50.9275809	NL
9800	Meigem	3.5404289	51.0168961	NL
7534	Barry	3.5416068	50.5848568	NL
7604	Brasmenil	3.5468718	50.541468	NL
9981	Sint-Margriete	3.5469357	51.2803944	NL
7910	Arc-Aini?es	3.5469602	50.7021983	NL
9850	Nevele	3.5478736	51.0343466	NL
7534	Maulde	3.5480139	50.6165291	NL
7910	Arc-Wattripont	3.5480229	50.728684	NL
7910	Wattripont	3.5480229	50.728684	NL
9790	Ooike (Wortegem-Petegem)	3.5510607	50.8698651	NL
9772	Wannegem-Lede	3.5515066	50.889802	NL
9932	Ronsele	3.5516605	51.1309736	NL
7604	Baugnies	3.5517755	50.5615397	NL
9790	Petegem-aan-de-Schelde	3.556078	50.8333051	NL
9850	Vosselare	3.5574385	51.0294647	NL
9800	Astene	3.5604333	50.9837892	NL
7910	Anvaing	3.5610313	50.6827667	NL
9930	Zomergem	3.5611179	51.1148946	NL
9900	Eeklo	3.561291	51.187908	NL
9790	Moregem	3.5614071	50.8504552	NL
9700	Melden	3.5642799	50.8138095	NL
7912	Dergneau	3.5689855	50.7132742	NL
9690	Zulzeke	3.5708891	50.7889651	NL
7911	Montroeul-au-Bois	3.5721235	50.6475838	NL
9850	Landegem	3.5731481	51.0567048	NL
7906	Gallaix	3.5739204	50.6053041	NL
9982	Sint-Jan-in-Eremo	3.5768505	51.2737009	NL
9850	Merendree	3.577022	51.0777421	NL
7911	Herquegies	3.5780843	50.6349791	NL
9800	Bachte-Maria-Leerne	3.5783676	51.0108541	NL
7904	Pipaix	3.5787649	50.5836922	NL
7604	Braffe	3.5820315	50.5522367	NL
7601	Roucourt	3.5871404	50.5291691	NL
9700	Bevere	3.5875451	50.8523695	NL
9800	Sint-Martens-Leerne	3.5877172	51.0154398	NL
9750	Huise	3.5896534	50.8993266	NL
9988	Waterland-Oudeman	3.5902999	51.2888925	NL
7910	Ellignies-lez-Frasnes	3.59064	50.67474	NL
7602	Bury	3.5934527	50.5424563	NL
7911	Hacquegnies	3.5935257	50.6513567	NL
9681	Nukerke	3.5947056	50.79703	NL
9810	Nazareth	3.5951408	50.9597659	NL
7912	Saint-Sauveur	3.5973713	50.7062467	NL
9750	Ouwegem	3.5992209	50.9115762	NL
7600	P?uwelz	3.6013594	50.5149368	NL
9700	Oudenaarde	3.6014367	50.8469306	NL
9700	Leupegem	3.6018007	50.8329265	NL
9700	Mullem	3.6030581	50.8912265	NL
9950	Waarschoot	3.603095	51.150958	NL
7904	Willaupuis	3.6032726	50.5666962	NL
9600	Renaix	3.6040642	50.7497709	FR
9600	Ronse	3.6040642	50.7497709	NL
9831	Deurle	3.6043494	51.0092272	NL
7901	Thieulain	3.6051759	50.6179227	NL
7603	Bon-Secours	3.6073123	50.4974738	NL
9970	Kaprijke	3.6186057	51.223075	NL
7911	Frasnes-lez-Buissenal	3.6197759	50.6699339	NL
7911	Moustier (Ht.)	3.6201695	50.6560229	NL
9700	Eine	3.620744	50.867937	NL
7900	Leuze-en-Hainaut	3.6241539	50.5971918	NL
9680	Etikhove	3.6266634	50.812527	NL
9988	Watervliet	3.6270198	51.2765175	NL
9920	Lovendegem	3.6285575	51.1075935	NL
9700	Edelare	3.6287307	50.8302334	NL
9700	Heurne	3.6287389	50.8837448	NL
9830	Sint-Martens-Latem	3.6287716	51.0135066	NL
7971	Thumaide	3.6304535	50.5403972	NL
7900	Grandmetz	3.6310729	50.6230881	NL
9700	Ename	3.6319101	50.8570277	NL
9971	Lembeke	3.6330207	51.1945809	NL
7971	Ramegnies	3.634732	50.544033	NL
9700	Nederename	3.6348815	50.8667191	NL
9810	Eke	3.6374551	50.9580565	NL
9921	Vinderhoute	3.6407214	51.0869089	NL
9700	Volkegem	3.6427814	50.8393802	NL
9680	Maarkedal	3.6442007	50.7992486	NL
7320	Bernissart	3.6459245	50.4824696	NL
7971	Bas?les	3.6488934	50.5259119	NL
9031	Drongen	3.6500631	51.0509087	NL
9840	De Pinte	3.650462	50.991095	NL
9890	Asper	3.6510321	50.9160245	NL
7903	Chapelle-·Wattines	3.6525272	50.6121186	NL
9750	Zingem	3.6526704	50.9013629	NL
7971	Wadelincourt	3.6533891	50.5376959	NL
9680	Maarke-Kerkem	3.6541835	50.815968	NL
7904	Tourpes	3.6548155	50.5710803	NL
9700	Welden	3.6555399	50.8784011	NL
7911	Buissenal	3.6557135	50.6642045	NL
7321	Blaton	3.6598433	50.4992803	NL
9890	Gavere	3.663113	50.92634	NL
9700	Mater	3.6635537	50.8424603	NL
9890	Semmerzake	3.6647202	50.9430929	NL
9051	Afsnee	3.6661568	51.0305603	NL
9051	Sint-Denijs-Westrem	3.6695793	51.0200854	NL
7903	Chapelle-·Oie	3.6706651	50.5966376	NL
7387	Marchipont	3.67255	50.37506	NL
7972	Ellignies-Sainte-Anne	3.67696	50.5627762	NL
9688	Schorisse	3.6769838	50.8044682	NL
9968	Bassevelde	3.6777432	51.2300624	NL
7890	Ellezelles	3.6784533	50.7340811	NL
9940	Sleidinge	3.6789117	51.1319702	NL
7812	Houtaing	3.679122	50.6405033	NL
7972	Quevaucamps	3.6801487	50.5186636	NL
9030	Mariakerke (Gent)	3.680642	51.0736204	NL
7972	Aubechies	3.6814062	50.5724436	NL
9890	Vurste	3.6843031	50.9490931	NL
7350	Hensies	3.684904	50.4327789	NL
9636	Nederzwalm-Hermelgem	3.6863847	50.8875058	NL
9667	Horebeke	3.68672	50.8372	NL
9890	Dikkelvenne	3.6874247	50.9190023	NL
9968	Oosteeklo	3.6883778	51.1920171	NL
7380	Qui?rain	3.6904002	50.4034322	NL
7387	Angreau	3.69081	50.35064	NL
9667	Sint-Maria-Horebeke	3.691596	50.84049	NL
7903	Blicquy	3.6916495	50.5871723	NL
7387	Roisin	3.69353	50.33307	NL
9820	Melsen	3.6940645	50.9563191	NL
7973	Grandglise	3.6942392	50.505325	NL
7387	Honnelles	3.6942525	50.366628	NL
7321	Harchies	3.6946534	50.4803048	NL
9840	Zevergem	3.6961517	50.9791445	NL
7380	Baisieux	3.697523	50.390588	NL
7387	Angre	3.69813	50.36839	NL
9667	Sint-Kornelis-Horebeke	3.6983276	50.834426	NL
9630	Meilegem	3.6989579	50.9049599	NL
7350	Montroeul-sur-Haine	3.7039398	50.4355247	NL
7812	Ligne	3.7046301	50.6215858	NL
9940	Evergem	3.7067231	51.1101028	NL
9630	Sint-Maria-Latem	3.7068644	50.890211	NL
7911	Oeudeghien	3.7088142	50.6793101	NL
9052	Zwijnaarde	3.7106183	50.9998062	NL
9630	Sint-Denijs-Boekel	3.711336	50.8649078	NL
7322	Pommeroeul	3.7129612	50.4623107	NL
9820	Schelderode	3.7155352	50.9713789	NL
9630	Paulatem	3.7156505	50.8962994	NL
7812	Moulbaix	3.7157035	50.6015858	NL
9032	Wondelgem	3.7160657	51.0905009	NL
7387	Onnezies	3.71647	50.36319	NL
9630	Beerlegem	3.7167363	50.9058963	NL
7812	Mainvault	3.7168499	50.6490683	NL
7973	Stambruges	3.7172081	50.5085894	NL
7382	Audregnies	3.7175716	50.3830616	NL
9660	Zegelsem	3.7181357	50.8188341	NL
9961	Boekhoute	3.7181501	51.2581738	NL
9630	Sint-Blasius-Boekel	3.719383	50.8516744	NL
9890	Baaigem	3.7219346	50.9296017	NL
7890	Lahamaide	3.724979	50.6949026	NL
7970	Beloeil	3.7256357	50.5317621	NL
9630	Zwalm	3.7288705	50.8799184	NL
7812	Villers-Saint-Amand	3.7289144	50.6227748	NL
9000	Gent	3.7290914	51.0678307	NL
7322	Ville-Pommeroeul	3.7293137	50.4708319	NL
9940	Kluizen	3.7303321	51.1557298	NL
9630	Munkzwalm	3.7330622	50.8778017	NL
7387	Autreppe	3.73442	50.34914	NL
7387	Montignies-sur-Roc	3.73608	50.36841	NL
7812	Villers-Notre-Dame	3.7361557	50.6168631	NL
7880	Flobecq	3.73852	50.7367	FR
7880	Vloesberg	3.73852	50.7367	NL
9660	Elst	3.7386165	50.8312919	NL
7350	Thulin	3.7391863	50.4290487	NL
9050	Ledeberg (Gent)	3.7412237	51.0371743	NL
9630	Dikkele	3.7421149	50.9041388	NL
9820	Merelbeke	3.743923	50.9925349	NL
9820	Munte	3.7441552	50.9450049	NL
9940	Ertvelde	3.7466865	51.1787632	NL
7890	Wodecq	3.7467894	50.7184846	NL
9630	Hundelgem	3.7483584	50.8895095	NL
9040	Sint-Amandsberg (Gent)	3.7509905	51.0593304	NL
9960	Assenede	3.7510157	51.2269806	NL
7802	Ormeignies	3.7510985	50.5946299	NL
9630	Roborst	3.7517319	50.8655452	NL
9660	Nederbrakel	3.7521934	50.8030762	NL
7370	Elouges	3.7522644	50.4025947	NL
7370	Wih?ies	3.7525313	50.385473	NL
9630	Rozebeke	3.7527652	50.8496528	NL
9820	Bottelare	3.7537909	50.9631988	NL
7950	Huissignies	3.7541	50.56482	NL
7950	Grosage	3.75643	50.54469	NL
9660	Opbrakel	3.7569851	50.7970364	NL
7801	Irchonwelz	3.7590505	50.6179756	NL
7804	Ostiches	3.7590705	50.678456	NL
9660	Michelbeke	3.7629436	50.8334231	NL
